,index,thinker_1,thinker_2,link
552,25254,Flannery O'Connor,Liesel Litzenburger,1
553,10549,Harlan Coben,César Martínez,0
554,26920,Charles Grafton Page,Jasmin,0
555,16905,Marshall McLuhan,Anatol E. Baconsky,0
556,25387,Norman Vincent Peale,Robert H. Schuller,1
557,9663,Robert Burns,Bob Dylan,1
558,7430,H. L. Mencken,Richard Wrigh,1
559,14166,Henri Barbusse,David Hollenbach,0
560,21567,Ibn Arabi,Fethullah Gülen,1
561,15848,Stanley William Hayter,Maurice Merleau-Ponty,0
562,13157,Nicolas Malebranche,David Hilbert,0
563,15341,Arthur Conan Doyle,Kodo Nomura,1
564,14265,Ayn Rand,Anton LaVey,1
565,23176,Niels Bohr,Max Delbrück,1
566,17725,Rod Serling,Marilynne Robinson,0
567,7298,Friedrich Nietzsche,Knut Hamsun,1
568,3575,Allan Bloom,Tony Hoare,0
569,24689,Anselm of Canterbury    1,John Caparulo,0
570,7188,Meary James Thurairajah Tambimuttu,Elizabeth A. Smart,1
571,23600,Beatrice Hastings,Katherine Mansfield,1
572,15467,Emmanuel Le Roy Ladurie,Emmanuel Todd,1
573,24363,John Fante,John Dos Passos,0
574,2973,Ayn Rand,Joan Kennedy Taylor,1
575,7687,William Blake,Garth Von Buchholz,1
576,23077,Arthur Schopenhauer,Robinson Jeffers,1
577,8633,Heraclitus,Robinson Jeffers,1
578,11906,Edwin Morga,Jeff Foxworthy,0
579,18294,John Locke,Donald Davidso,0
580,6947,David Hume,Walter Terence Stace,1
581,22732,Adam Sandler,Andy Samberg,1
582,11447,Mirza Ghalib,Mir Tanha Yousafi,1
583,16108,Alfred North Whitehead,Eric Voegelin,1
584,24137,Friedrich Nietzsche,Ramón Xirau,1
585,10790,Voltaire,Ion Heliade Radulescu,1
586,3408,Alexander Herzen,Cleon Skousen,0
587,16086,Bob Newhart,Norm Macdonald,1
588,8721,Stéphane Mallarmé,Giuseppe Ungaretti,1
589,24092,Gene Wolfe,Russell Payn,1
590,1494,Diego Rivera,William Perehudoff,1
591,8667,Joaquim Maria Machado de Assis,V. K. Gokak,0
592,20253,Dorothy L. Sayers,Ruth Rendell,1
593,23964,Alexandre Kojève,Alphonsus de Guimaraens,0
594,24377,Nathaniel Hawthorne,Jorge Luis Borges,1
595,26820,Friedrich Schleiermacher,Wilhelm Dilthey,1
596,21635,Don DeLillo,Colum McCann,1
597,17116,Joel Chandler Harris,Lope de Vega,0
598,26728,Dean Koontz,Richard Dean Starr,1
599,6987,Emil Isac,Benjamin Fondane,1
600,17641,Guy Debord,Yazmany Arboleda,1
601,17054,David Drake,Joel Rosenber,1
602,11171,Saul Bellow,Abdul Ghaffar Naqshbandi,0
603,9422,Rainer Maria Rilke,Niko Grafenauer,1
604,25160,Antonio Labriola,Patrick Pearse,0
605,13801,Andy Warhol,Eduardo Úrculo,1
606,2179,Ovid,George Chapman,1
607,6550,John Fante,Nora Ephron,0
608,16569,Joseph Ginat,Annibale Carracci,0
609,19401,J. G. Ballard,Joseph Dietzgen,0
610,7137,Robert A. Heinlein,Diane Duane,1
611,27849,F. H. Bradley,Michael Oakeshott,1
612,9481,André Gide,Virginia Henley,0
613,17929,John Rubens Smith,John Sinclair,0
614,2221,Hans-Georg Gadamer,Hans Köchler,1
615,18377,Pierre-Joseph Proudhon,Georges Sorel,1
616,7831,Epictetus,John Caparulo,0
617,1754,Wendell Berry,Michael Pollan,1
618,5605,Jean-Paul Sartre,Irvine Welsh,0
619,17797,Ambrose Bierce,Julia Robinson,0
620,4698,Anton Chekhov,Mariam Petrosyan,1
621,15253,Parmenides,Peter F. Rothermel,0
622,4110,Zeno of Citium,Charles Blackstone,0
623,9497,John Tukey,Dorian Shainin,1
624,26473,Johannes Scotus Eriugena,Karl Weierstrass,0
625,6350,Mihai Eminescu,N. D. Cocea,1
626,15578,Don DeLillo,James Thomson,0
627,1872,Immanuel Kant,György Lukács,1
628,5962,Emmanuel Levinas,Philip Lindholm,1
629,15260,Neal Cassady,Colum McCann,1
630,7788,Dragotin Kette,Alojz Gradnik,1
631,24532,Caravaggio,Wouter Crabeth II,1
632,28903,Paul Cézanne,Tyne O'Connell,0
633,3283,Honoré de Balzac,Mihail Sadoveanu,1
634,10330,Friedrich Engels,Chris Kuzneski,0
635,27124,Charles Alston,Jean Rhys,0
636,4923,Gustave Flaubert,M. S. Bartlett,0
637,4676,Victor Hugo,Robin Williams,0
638,11648,Joseph Heller,George Burns,0
639,3425,Thelonious Monk,Norman Ollestad,1
640,18423,Doug Stanhope,Andy Andrist,1
641,7131,Thomas Hart Bento,Frans Hals,0
642,23008,John Ruskin,Oscar Wilde,1
643,13592,M. R. James,Knud Rasmussen,0
644,15052,André Gide,Antanas Mockus,0
645,9321,Robert Browning,Santa Rita Durão,0
646,22096,Niels Bohr,Resat Nuri Güntekin,0
647,22437,Dick Gregory,Quinton Hoover,0
648,18846,Henry Nelson Wieman,Loyal Rue,1
649,19218,Émile Zola,Aluísio Azevedo,1
650,8946,John Dos Passos,Giorgio Vasari,0
651,28715,Franco Basaglia,Aleksei Kruchenykh,0
652,4002,Aristotle,Hector Zagal,1
653,11172,Luís de Camões,Charles Wish,0
654,20458,Bronislaw Malinowski,Ernest Gellner,1
655,20987,Irwin Corey,Joan Didion,0
656,16596,William Blake,Girolamo Savonarola,0
657,16393,Nikolai Gogol,Peter Wilhelm Lund,0
658,15434,Henrik Ibsen,Knut Hamsun,1
659,4424,Nicholas of Cusa,R. Tyrrell Rockafellar,0
660,8464,Richard Evans Schultes,Jane Goodall,0
661,28929,George Boole,Ryunosuke Akutagawa,0
662,5850,Thomas Hardy,Robert Gregory Browne,0
663,14317,Dante Alighieri,Khaled Hosseini,0
664,3333,Hart Crane,C. S. Lewis,0
665,14110,Doris Lessing,Nicolae Ceau?escu,0
666,4993,William Godwin,Louis René Vialy,0
667,4362,John Donne,Gladston,0
668,4773,Ernest Gellner,Andrey Korotayev,1
669,26523,John Ritter,Dat Phan,1
670,24359,Roger Zelazny,Jack Fritscher,0
671,334,Mark Rothko,Nora Sumber,1
672,28926,Robert E. Howard,Lin Carter,1
673,4250,Martin Gardner,Tom Snyder,0
674,20051,Harlan Ellison,Leon Dabo,0
675,21665,Knut Ångström,August Kundt,1
676,16890,Virgil,Alexandre Koyré,0
677,27555,Joan Miró,Juan T. Vázquez Martín,1
678,7802,Danilo Ki,Drago Jancar,1
679,16050,Charles Grafton Page,Samuel Morse,1
680,27358,Friedrich Engels,Shelley Berman,0
681,19514,Jack Smit,Martin Schwarzschild,0
682,27626,Charles Dickens,Gene Wolfe,1
683,18044,Zeno of Elea,George Berkeley,0
684,3294,W. W. Jacobs,Beatrice Hastings,0
685,21392,Joan Didion,Bret Easton Ellis,1
686,18810,Herbert Marcuse,Heraclitus,0
687,8544,Murray Rothbard,Jan Narveson,1
688,1173,Ambrose Bierce,Aisling Judge,0
689,24964,Michael Davi,Hugh MacDiarmid,0
690,9929,Gabriel García Márquez,Michael Chabon,1
691,26232,Walter Scott,Karel Hynek Mácha,1
692,687,Andrew Dice Clay,Joey Diaz,1
693,1128,Robert W. Chambers,Alan Pollack,0
694,6414,Alice Munro,Washington Allston,0
695,16145,Edmund Burke,William Ewart Gladstone,1
696,5547,Jorge Luis Borges,Heraclitus,0
697,12653,Walter Scott,Honoré de Balzac,1
698,2564,George Inness,Gavin Spielman,1
699,18565,Charles Lyell,Anthony Masters,0
700,25124,Peter Straub,Paul Haine,1
701,8924,Harlan Coben,Alexander the Great,0
702,27915,Joel Chandler Harris,Lope de Vega,0
703,16434,Lucretius,Thomas Hobbes,1
704,5476,Johannes Scotus Eriugena,Emanuel Vidovic,0
705,21091,Rousas John Rushdoony,Mirza Salaamat Ali Dabeer,0
706,8979,Chuck Jones,Robin Williams,1
707,21198,Laurence Sterne,Ralph W. Gerard,0
708,13753,T. H. White,François Magendie,0
709,26626,Maimonides,Moses Mendelssohn,1
710,19196,Juan Rulfo,Mario Vargas Llosa,1
711,29029,Alfonso A. Ossorio,Chris Harman,0
712,528,Joseph Butler    1,Dick Termes,0
713,18356,Anton Mauve,Lucian,0
714,12290,Bernard of Clairvaux,Adam of Dryburgh,1
715,27632,Simone Weil,David Hartley,0
716,21180,Plato,Giovanni Gentile,1
717,16704,Terence McKenna,Stuart Dybek,0
718,314,Ernst Mach,Jürgen Habermas,0
719,18119,Jakob Böhme,G. K. Chesterton,0
720,8668,Charles Scott Sherrington,John White Alexander,0
721,25409,Julio Cortázar,Eric Hoffer,0
722,25967,Bruno Schulz,Ceridwen Dovey,0
723,4664,Abu Yusuf,Ahmad ibn Muhammad al-Tahawi,1
724,10701,Raoul Schrott,Joaquin Miller,0
725,26921,Desiderius Erasmus,Paul Harvey,0
726,8167,Parmenides,Plato,1
727,20110,Laura Kinsale,Lisa Kleypas,1
728,5903,Johann Wolfgang von Goethe,Beyazit Öztürk,0
729,12413,Irwin Corey,Isabel Paterson,0
730,6079,Robert E. Howard,Orhan Veli Kanik,0
731,3932,Brian O'Nolan,Ralph Kronig,0
732,13301,Johann Gottlieb Fichte,Stan Lee,0
733,9334,Kathy Acker,Subimal Mishra,1
734,15312,Immanuel Kant,Edwin Hubble,0
735,4714,Eason Chan,Bii,1
736,5576,Immanuel Kant,Patrick Cullinan,0
737,18861,Jorge Luis Borges,Eleanor Duckworth,0
738,25799,E. T. A. Hoffmann,Thomas Mann,1
739,4263,Lord Byron,Anna Sewell,0
740,18903,San Win,Lun Gywe,1
741,13845,Richard Rodgers,Michael John LaChiusa,1
742,17069,G. K. Chesterton,Nikolay Lossky,0
743,13110,Thomas Mann,Klaus Mann,1
744,15210,Taras Shevchenko,Dmytro Dontsov,1
745,5024,Friedrich Nietzsche,Raoul Vaneigem,1
746,28346,Giambattista Vico,Isaac Barrow,0
747,15546,George Bernard Shaw,Johannes Nikolaus Tetens,0
748,26954,James Whitcomb Riley,Frank Lebby Stanton,1
749,9627,Vasile Voiculescu,Camil Muresanu,1
750,22248,Otto Weininger,Pieter Stoop,0
751,12123,John Dos Passos,George Klir,0
752,21289,Jan Steen,Gabriël Metsu,1
753,796,Robert W. Chambers,Petar II Petrovic-Njego,0
754,2016,Richard Matheson,Caleb Carr,0
755,85,Samuel Beckett,John Barth,1
756,2862,Harlan Coben,Jan Evangelista Purkyne,0
757,393,Frantz Fanon,Homi K. Bhabha,1
758,18978,Jacob van Lennep,Nicolaas Beets,1
759,26547,Søren Kierkegaard,Alexander McCall Smith,0
760,19532,Samuel Beckett,Jamie O'Neill,1
761,28072,Pablo Neruda,Gjekë Marinaj,1
762,9590,Charles-François Daubigny,William Damon,0
763,24858,Ray Bradbury,Javier Mariategui,0
764,18448,Guillaume-François Rouelle,Robert Grenier,0
765,25507,Lorna Dee Cervantes,Rigoberto González,1
766,21385,Protagoras,Frederick Law Olmsted,0
767,20948,Lord Byron,Léon Bonnat,0
768,5990,August Strindberg,Malcolm Hardee,0
769,9700,Thomas Henry Huxley,Michael John LaChiusa,0
770,17103,George Metesky,Abbie Hoffman,1
771,9378,Zeno of Elea,Leonardo Polo,0
772,16801,Claude Lévi-Strauss,Anthony Burgess,1
773,12275,Antonio Labriola,Lewis Mumford,0
774,9894,Thomas Hobbes,John Stuart Mill,1
775,27505,Daphne du Maurier,Scheherazade,0
776,10292,Arthur Rimbaud,Robert Olen Butler,0
777,16459,Heraclitus,Carl Sagan,0
778,19822,Robert Louis Stevenson,Agostino Bassi,0
779,15557,Gustave Flaubert,Graciela Chichilnisky,0
780,11209,Christopher Moore,G. Xavier Robillard,1
781,1798,J. D. Salinger,Tom Robbins,1
782,836,Alexandre Kojève,Peter Simon Pallas,0
783,19777,Friedrich Adolf Trendelenburg,C. V. Raman,0
784,13635,Baruch Spinoza,Henry Radcliffe Crocker,0
785,22152,Arthur Schopenhauer,Max Horkheimer,1
786,2804,Paul Ricur,Noon Meem Danish,0
787,25350,William Golding,Andre Norton,0
788,8422,Maurice Merleau-Ponty,Umberto Eco,1
789,9368,John D. MacDonald,Robert Bellarmine,0
790,13789,Bill Hicks,Kevin Moyers,1
791,18575,Epictetus,Karl Robert Eduard von Hartmann,0
792,17901,Ovid,George Chapman,1
793,9392,William Blake,Leslie Comrie,0
794,7275,Anton Mauve,Vincent van Gogh,1
795,17068,Johann Wolfgang von Goethe,Antoni Malczewski,1
796,18945,Heraclitus,Jacques Cousteau,0
797,22346,Ernie Kovacs,Marisha Pessl,0
798,10405,Johannes Scotus Eriugena,Jeff Tweedy,0
799,25366,Alexander Herzen,Gareth Sansom,0
800,14930,William James,Ola Raknes,1
801,2129,Mark Tobey,Jerry Avenaim,0
802,23373,Henri Matisse,Tom Wesselmann,1
803,20080,René Descartes,African Spir,1
804,9111,Herman Melville,Malcolm Lowry,1
805,14499,T. H. White,Wislawa Szymborska,0
806,21182,Louis-Ferdinand Céline,Maurice Cloud,0
807,22292,David Par,Nathan Oliveira,1
808,10776,Joan Didion,Dave Eggers,1
809,16208,Lucretius,Noel Rockmore,0
810,14339,Jorge Luis Borges,Richard Peto,0
811,10159,Howard Pyle,Charles Archibald MacLellan,1
812,13040,Georges Bataille,Michel Onfray,1
813,26677,Peter Handke,Dan Lungu,1
814,3684,H. P. Lovecraft,Emmanuel Todd,0
815,25053,Elizabeth Barrett Browning,Christina Rossetti,1
816,6567,Clark Ashton Smith,Fritz Leiber,1
817,1668,Georg Cantor,Nick Land,1
818,16520,Kurt Vonnegut,Christopher Moor,1
819,18515,Stephen King,Ryan David Jahn,1
820,15868,Emily Brontë,Alice Munro,1
821,3534,Immanuel Kant,Friedrich Schleiermacher,1
822,22188,Alexander Lernet-Holenia,Mirza Mazhar Jan-e-Janaan,0
823,1990,Jack Smit,John Zorn,1
824,10129,Albert Camus,Dorothy Dunnett,0
825,26855,Monty Python,Hans Teeuwen,1
826,25344,Poul Anderson,Ted Fujita,0
827,27985,Walter Scott,Honoré de Balzac,1
828,27446,Milton Avery,Adolph Gottlieb,1
829,1056,Edward Burne-Jones,Hans Unger,1
830,18857,Jean-Jacques Rousseau,Alexander Herzen,1
831,27602,Mark Van Doren,John Berryman,1
832,6814,Knut Hamsun,Thomas Bernhard,1
833,20888,John Updike,Nestan Kvinikadze,1
834,9222,Vladimir Nabokov,Lyudmila Ulitskaya,1
835,23320,Ford Madox Ford,Joseph Conrad,1
836,11905,Lloyd Alexander,Virgil Suárez,0
837,5369,Hans Hofmann,Lee Krasner,1
838,28182,Jack Vance,Neil Gaiman,1
839,26862,Karl Marx,Chris Harman,1
840,5828,Aristotle,Rudolf Christoph Eucken,1
841,13103,Lewis Carroll,Gene Wolfe,1
842,5660,Roy Lichtenstein,Douglas Coupland,1
843,12306,Jean-François Lyotard,Jacques Rancière,1
844,1581,Marilynne Robinson,Sandra Novack,1
845,13727,R. D. Blackmore,Livio Abramo,0
846,15636,Andre Dubus,Raymond Carver,1
847,4754,Martha Gellhorn,Sybille Bedford,1
848,20565,Kazimir Malevich,Ben F. Laposky,1
849,26194,Vincent van Gogh,Joan Mitchell,1
850,19919,Hart Crane,Josip Murn Aleksandrov,0
851,15119,Allen Ginsberg,Radha Krishna Choudhary,0
852,19823,Richard Bentley,James Jurin,1
853,28330,Julio Cortázar,Patrick Jones,0
854,6136,William S. Burroughs,Rod Serling,0
855,25232,Seebohm Rowntree,David Lloyd George,1
856,7126,Grigol Robakidze,Romain Rolland,1
857,26971,Karl Jaspers,Albert Camus,1
858,4805,Robert Louis Stevenson,Isaías D'Oleo Ochoa,1
859,28565,James Baldwin,Mohsin Hamid,1
860,18194,Otto Weininger,Tudor Arghezi,0
861,467,Desiderius Erasmus,Albert W. Tucker,0
862,16813,A. D. Hope,Jill Hellyer,1
863,19524,Raymond Chandler,Ki Longfellow,1
864,19737,H. P. Lovecraft,Bentley Little,1
865,20245,Algernon Blackwood,Christian Cameron,0
866,6937,Jonathan Swift,Dorian Shainin,0
867,14799,Irwin Corey,Jim B. Tucker,0
868,11514,Immanuel Kant,Michael Oakeshott,1
869,26042,Joseph Ginat,Lotfi A. Zadeh,0
870,9838,Dick Gregory,Beverly Cleary,0
871,8684,Benjamin Walker,Colin Wilson,1
872,9603,Nicolas Malebranche,David Hilbert,0
873,11139,David Foster Wallace,Tony Tulathimutte,1
874,1182,Bertrand Russell,Jules Vuillemin,1
875,23492,Alexandre Dumas,Daniel Abraha,1
876,22894,George Eliot,Clinton Davisson,0
877,18084,Jean-François Millet,Antoine Vollon,1
878,19760,Robert W. Chambers,J. Gwyn Griffiths,0
879,12956,John Rubens Smith,Philip Burton Moon,0
880,22553,Margaret Laurence,Adele Wiseman,1
881,29062,Nikolai Gogol,Purvis Young,0
882,989,Empedocles,Jane Wilson-Howarth,0
883,8412,G. K. Chesterton,Gene Wolfe,1
884,27664,Theodore Sturgeon,Harlan Ellison,1
885,15945,W. W. Jacobs,Arnold Sommerfeld,0
886,4034,Wassily Leontief,Ivan Metrovic,0
887,21821,Max Stirner,John Henry Mackay,1
888,28361,Baruch Spinoza,Bertrand Russell,1
889,194,H. G. Wells,Gavin Spielman,0
890,12296,Robert Louis Stevenson,Dale Chihuly,0
891,19060,William Tilbury Fox,Henry Radcliffe Crocker,1
892,17658,Max Stirner,Waltraut Cooper,0
893,16271,Richard Pryor,Richard Lewi,1
894,15698,Fagundes Varela,Raimundo Correia,1
895,11364,Emil Lask,Anna Sewell,0
896,22707,Dale Carnegie,John C. Maxwell,1
897,20165,Rainer Maria Rilke,Edward Rutherfurd,0
898,5753,Max Weber,Jürgen Habermas,1
899,11414,Raymond Carver,Tobias Wolff,1
900,24831,Robert A. Heinlein,Gregor Strnia,0
901,5670,Fred Hoyle,William Alfred Fowler,1
902,16410,Janis Ian,Eman Lam,1
903,16824,Plato,Val,1
904,468,Otto Rank,Andre Vincent,0
905,20275,Mary Gaitskill,Jacob M. Appel,1
906,28106,Thomas Hart Bento,Karl Marx,0
907,12625,Charles-François Daubigny,William Damon,0
908,19424,Ovid,Petrarch,1
909,23508,Mario Szenessy,Dan Willis,0
910,21990,Richard Wrigh,Gwendolyn Brooks,1
911,3749,Edwin Morga,Audrey Niffenegger,0
912,6660,Giovanni Pico della Mirandola,Christoffer Wilhelm Eckersberg,0
913,23479,John W. Campbell,F. Paul Wilson,1
914,22384,Bram Stoker,Jack Ketchum,1
915,6250,Franz Kafka,Park Chan-wook,1
916,13933,Voltaire,Peter Deunov,0
917,9447,Immanuel Kant,Will Arnett,0
918,3811,Bapsi Sidhwa,Deepa Mehta,1
919,26031,Michel de Montaigne,Camille Pissarro,0
920,9910,Plotinus,Augustine of Hippo,1
921,18468,Stefan Zweig,Clive James,1
922,12309,James A. Michener,Edward Rutherfurd,1
923,20593,Søren Kierkegaard,István Cs. Bartos,1
924,4948,Adolf Bastian,Carl Jung,1
925,8492,J. R. R. Tolkien,R. A. Salvatore,1
926,15739,Georg Wilhelm Friedrich Hegel,Xavier Zubiri,1
927,28985,Frank Weston Benson,Louis Kronberg,1
928,6659,Benjamin Tucker,Florence Earle Coates,0
929,24262,Margaret Laurence,Alice Munro,1
930,15249,David Gregory,William Whiston,1
931,9498,Edwin Morga,Kay Sage,0
932,24466,Leconte de Lisle,Brian Massumi,0
933,16850,Cleeve Horne,Christian Cardell Corbet,1
934,893,Ion Heliade Radulescu,Vasile Cârlova,1
935,28950,Richard Pryor,Eric Birley,0
936,24340,Søren Kierkegaard,Rollo May,1
937,22505,Saul Bellow,Gary Forrester,1
938,19007,William Golding,Juan Rosai,0
939,356,Nikolai Gogol,Chris Bohjalian,0
940,5826,Joseph de Maistre,Caleb Carr,0
941,7727,John Fante,Lester Bangs,0
942,6221,Thomas Mann,K. J. Stevens,1
943,11210,James Thurber,Nalî,0
944,23540,Kem Nunn,Alexander Laurence,1
945,4059,Theodore Sturgeon,Gregory Crewdson,0
946,10101,Dane Cook,Fahad Albutairi,1
947,13706,Johannes Scotus Eriugena,David Gale,0
948,27387,Lev Shestov,Sergei Bulgakov,1
949,3928,Stanley William Hayter,Noor Muhammad,0
950,8893,Mark Tobey,Jerry Avenaim,0
951,27116,Jack London,Anton LaVey,1
952,15482,André Gide,Gwendolyn MacEwen,0
953,12484,Joaquim Maria Machado de Assis,Malcolm Hardee,0
954,17085,Georges Bataille,Alexander Laurence,1
955,11680,Karl Jaspers,Hal Sparks,0
956,5189,Walt Whitman,Paul Éluard,1
957,11647,Stephen King,Nnedi Okorafor,1
958,5627,F. H. Bradley,Kathy Burke,0
959,22670,T. H. White,Archibald Hill,0
960,26571,Harlan Coben,Samuel Johnson,0
961,3814,Tex Avery,Cojo Art Juggernaut,1
962,5573,R. D. Blackmore,Liesel Litzenburger,0
963,11695,Angela Carter,Alan Moore,1
964,23758,Stephen R. Barley,Paul Leonardi,1
965,24034,Alexandre Dumas,Narcís Oller,1
966,13675,Friedrich Nietzsche,Gianni Vattimo,1
967,18870,William March,Larry Heinemann,1
968,27414,Gustave Flaubert,Thomas Meehan,0
969,27537,Ennio Flaiano,Park Chan-wook,0
970,17636,Immanuel Kant,Jodi Picoult,0
971,23781,Jules Verne,Robert Bloch,0
972,8312,Frida Kahlo,Alfredo de Batuc,1
973,8598,Ernest Rutherford,Hans Geiger,1
974,11012,Nicanor Parra,Roberto Bolaño,1
975,18025,Joseph de Maistre,Karen Harper,0
976,16811,Lord Byron,Hovhannes Tumanyan,1
977,16146,Immanuel Kant,Umberto Eco,1
978,14609,Johann Gottlieb Fichte,Thomas Carlyle,1
979,8968,Virgil,Bill Hader,0
980,10539,Franz Unger,Kenny Everett,0
981,26946,Parmenides,Win Scott Eckert,0
982,19821,George Gurdjieff,Julio Cortázar,0
983,18376,Dante Alighieri,Lewis Black,0
984,26951,T. S. Eliot,Mircea Cartarescu,1
985,17708,Robert Louis Stevenson,Rudyard Kipling,1
986,13892,Michelangelo,William Trethewey,1
987,9794,Terence McKenna,Cassandra Clare,0
988,22975,Richard Harding Davis,Louis Kahn,0
989,25314,Joy Williams,Tao Lin,1
990,28076,Robert A. Heinlein,Jacques Drèze,0
991,3710,Warren Ellis,Luis G. Abbadie,1
992,22024,Hugo Grotius,Said Nursî,0
993,10148,Robert Louis Stevenson,Guy de Maupassant,0
994,9879,Sam Kinison,Jim Norto,1
995,17974,Jean-Paul Sartre,Aurel Stein,0
996,11439,J. G. Ballard,Jean Baudrillard,1
997,18905,Harold Pinter,Tim O'Brie,0
998,23880,Giovanni Pico della Mirandola,Christoffer Wilhelm Eckersberg,0
999,20526,Józef Mackiewicz,Sergiusz Piasecki,1
1000,26872,Benjamin Fondane,Nichita Stanescu,1
1001,15941,Cicero,Christopher Guest,0
1002,17047,Knut Hamsun,Charles Bukowski,1
1003,5525,Edmund Spenser,Diamanda Galás,0
1004,2609,Martin Gardner,Peter Ludlow,0
1005,18331,Bobcat Goldthwait,Randy Chestnut,1
1006,22961,Fernando Pessoa,Kenneth Waltz,0
1007,21487,John O'Hara,Douglas Coupland,1
1008,21062,Pythagoras,Thomas Merton,0
1009,25628,Vladimir Nabokov,David Cronenberg,1
1010,24243,John Stuart Mill,Will Kymlicka,1
1011,3152,Frantz Fanon,Ali Shariati,1
1012,8043,France Balantic,Gregor Strnia,1
1013,19274,Andrei Tarkovsky,Tim White-Sobieski,1
1014,23294,Kenneth Grahame,David Peterse,1
1015,17598,James Reaney,János Pilinszky,0
1016,12539,Terence McKenna,Robert Anton Wilson,1
1017,4015,Charles-François Daubigny,Haruki Murakami,0
1018,14869,Immanuel Kant,Henri Bergson,1
1019,17187,Harlan Coben,Hans Binder,0
1020,13870,Zeno of Citium,Ilia Chavchavadze,0
1021,5596,Leconte de Lisle,Alexandru Macedonski,1
1022,26973,Stanley William Hayter,Maurice Merleau-Ponty,0
1023,12096,Henri Rousseau,Mykel Board,0
1024,4194,Jack Kerouac,Ken Kesey,1
1025,8723,Stan Lee,George R. R. Martin,1
1026,10571,Benedetto Croce,Bernard-Henri Lévy,0
1027,5054,Joseph Ginat,Dino Buzzati,0
1028,27242,Terence McKenna,Stuart Dybek,0
1029,27302,Lucian,Peter Straub,0
1030,14931,Leonardo da Vinci,Ian Mille,1
1031,21341,Rudyard Kipling,Todd A. Fonseca,0
1032,11589,Franz Unger,Slim Dusty,0
1033,3135,Lev Shestov,Mikha'il Na'ima,0
1034,9617,Georges Sorel,Loni Love,0
